obsid,xid,dist_pc,wave,star_mjy,chi_star,ra_obs,de_obs,level,path
1342213087,HD 120476,13.408420488066506,100,8.05367,-2.29225,207.26522572393063,26.979635945224906,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL280900504/1342213087/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1349_p2659_00_v1.0_1471654321735.fits.gz
1342213093,* 70 Vir,17.985611510791365,100,21.5329,9.51667,202.10678984844597,13.777014666666668,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293688/1342213093/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1328_p1347_00_v1.0_1471654624420.fits.gz
1342213097,BD+11 2576,7.655795437145919,100,6.264010000000001,0.5204,202.50263596030686,10.373854856631807,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293372/1342213097/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1330_p1022_00_v1.0_1471652676494.fits.gz
1342213111,TYC 7223-275-1,49.37857068789287,70,2.56264,1.58213,172.97993587428712,-34.60762686588043,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292857/1342213111/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_blue_1132_m3436_00_v1.0_1471653695721.fits.gz
1342213113,2MASS J11211678-3446366,,100,6.0441799999999994e-05,,170.31987570402075,-34.77677693072553,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292858/1342213113/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1121_m3447_00_v1.0_1471652957490.fits.gz
1342213169,V* YZ Cet,3.712465121390185,100,2.6265899999999998,2.3184,18.131533122445195,-16.997025782096866,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293373/1342213169/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0113_m1660_00_v1.0_1471653216264.fits.gz
1342213171,HD 4967,15.408320493066256,100,2.29962,-2.10776,12.893774490830506,-22.910907722222227,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293374/1342213171/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0052_m2255_00_v1.0_1471653123418.fits.gz
1342213173,HD 4747,18.802788829639205,100,3.13364,3.4156800000000005,12.363241532492454,-23.212081415628013,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293375/1342213173/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0049_m2313_00_v1.0_1471653285224.fits.gz
1342213175,* nu. Phe,15.114873035066507,100,13.278500000000001,5.12856,18.799258418911265,-45.531115682851585,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293376/1342213175/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0115_m4532_00_v1.0_1471653662902.fits.gz
1342213215,HD 4628,7.434999516725032,100,16.162799999999997,-0.429108,12.098070828988625,5.2770986726779485,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293377/1342213215/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0048_p0517_00_v1.0_1471653874365.fits.gz
1342213217,* 37 Cet,23.38634237605239,100,10.0426,1.62513,18.600555681754727,-7.921959810203977,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293378/1342213217/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0114_m0755_00_v1.0_1471653905745.fits.gz
1342213223,BD+40 45,14.6864444118079,100,2.90889,6.321330000000001,4.2788780539117095,40.94854930092122,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293379/1342213223/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0017_p4057_00_v1.0_1471654122236.fits.gz
1342213225,HD 122064,10.064412238325284,100,9.67851,-0.676066,209.38336425641376,61.493527508581714,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293690/1342213225/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1358_p6130_00_v1.0_1471657182768.fits.gz
1342213227,* eta Cas,5.953089653530183,100,69.7079,-3.07425,12.282491671357858,57.81346541080958,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293691/1342213227/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0049_p5749_00_v1.0_1471656298921.fits.gz
1342213242,* 54 Psc,11.059500110595,70,22.599200000000003,-0.20491199999999998,9.83933816390685,21.249332340277782,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293692/1342213242/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_blue_0039_p2115_00_v1.0_1471654712799.fits.gz
1342213244,* 54 Psc,11.059500110595,100,11.1464,-3.59124,9.83933816390685,21.249332340277782,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL280900506/1342213244/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0039_p2115_00_v1.0_1471655294144.fits.gz
1342213258,V* DK Cet,40.783034257748774,70,2.19227,6.6055,29.454383652519823,-21.901624002775744,level2,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292860/1342213258/level2/HPPPMAPB/hpacs1342213258_20hpppmapb_00_1469382439618.fits.gz
1342213508,* 64 Psc,23.452157598499063,100,12.066699999999999,2.68915,12.244607763315154,16.940020947907268,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293380/1342213508/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0049_p1656_00_v1.0_1471656478893.fits.gz
1342213512,HD 166,13.768415255404106,100,7.64522,13.6298,1.6546052485807208,29.02095275927805,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293693/1342213512/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0007_p2901_00_v1.0_1471659639938.fits.gz
1342213522,* 107 Psc,7.532389273877674,100,20.1918,-0.413404,25.623028438968078,20.266423717592595,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293381/1342213522/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0142_p2016_00_v1.0_1471657345451.fits.gz
1342213544,GJ 65,2.6666666666666665,100,7.46063,-0.19442,24.76567263881073,-17.949005689814815,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293382/1342213544/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0139_m1757_00_v1.0_1471658207485.fits.gz
1342213573,* chi Cet,23.18571759795965,100,10.964599999999999,9.63614,27.395799135367643,-10.686695243287977,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293384/1342213573/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0150_m1041_00_v1.0_1471659407449.fits.gz
1342213575,* tau Cet,3.650167907723755,70,178.514,7.46963,26.011507348582697,-15.934843784759805,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292661/1342213575/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_blue_0144_m1556_00_v1.0_1471671392694.fits.gz
1342213594,HD 122742,16.983695652173914,70,14.2936,0.345999,210.88509760883042,10.785813629629631,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293694/1342213594/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_blue_1404_p1047_00_v1.0_1471661376817.fits.gz
1342213596,HD 122742,16.983695652173914,100,7.05391,-0.178629,210.88509760883042,10.785813629629631,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL280900508/1342213596/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1404_p1047_00_v1.0_1471663445909.fits.gz
1342213610,* zet Vir,22.71178741766977,100,22.8833,0.56174,203.67242594551547,-0.5956668541690332,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293385/1342213610/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1335_m0036_00_v1.0_1471661352213.fits.gz
1342213614,HD 118926,14.797277300976619,100,2.07273,1.9211799999999999,205.0285131045302,-4.184608286999173,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293386/1342213614/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1340_m0411_00_v1.0_1471661481986.fits.gz
1342213624,V* V1249 Cen,53.11097538306293,70,1.2956599999999998,1.41418,183.87772345903446,-39.811913394997504,level2,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292862/1342213624/level2/HPPPMAPB/hpacs1342213624_20hpppmapb_00_1469399308358.fits.gz
1342213626,V* V1249 Cen,53.11097538306293,100,0.6396890000000001,2.30577,183.87772345903446,-39.811913394997504,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292863/1342213626/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1216_m3949_00_v1.0_1471661940298.fits.gz
1342213641,HD 9540,19.28640308582449,100,3.5277600000000002,1.6872,23.316805292159124,-24.17846222686132,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293387/1342213641/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0133_m2411_00_v1.0_1471662552083.fits.gz
1342213645,HD 11507,11.05460977227504,70,8.82913,-2.24491,28.20771600145514,-22.434857861111183,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293695/1342213645/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_blue_0153_m2226_00_v1.0_1471662461846.fits.gz
1342213647,HD 11507,11.05460977227504,100,4.3635399999999995,-0.823371,28.20771600145514,-22.434857861111183,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL280900510/1342213647/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0153_m2226_00_v1.0_1470952385460.fits.gz
1342213652,GJ 1289,8.353479140527238,100,1.2329,-0.0648832,355.77993473576964,36.536513534449746,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293388/1342213652/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_2343_p3632_00_v1.0_1470949579375.fits.gz
1342213654,BD+45 2247,11.712989588323556,100,3.88346,0.5821810000000001,225.23252706303768,45.4272915672563,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293389/1342213654/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1501_p4526_00_v1.0_1471662790945.fits.gz
1342213660,* sig Boo,15.832805573147562,100,15.3034,9.12425,218.67074407201525,29.745537754648566,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293390/1342213660/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1435_p2945_00_v1.0_1470949456595.fits.gz
1342213662,BD+30 2512,14.475969889982627,100,3.17679,-0.10528199999999999,215.48614887084926,29.62865938890782,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293391/1342213662/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1422_p2938_00_v1.0_1470949567162.fits.gz
1342213788,* eta CrB A,16.722408026755854,100,13.798500000000002,0.020451900000000002,230.80169197735316,30.28729346166329,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293392/1342213788/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1523_p3017_00_v1.0_1470949623344.fits.gz
1342213790,* bet CrB,34.281796366129576,100,18.750700000000002,1.16499,231.9565753693853,29.105967511105426,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293393/1342213790/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1528_p2906_00_v1.0_1470949876503.fits.gz
1342213792,* gam CrB,44.78280340349306,100,12.8703,-2.42017,235.68530334451745,26.29578823370512,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293394/1342213792/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1543_p2618_00_v1.0_1470949423217.fits.gz
1342213794,* alf CrB,23.00966405890474,100,48.8494,13.2682,233.67236766016225,26.714414916105433,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293395/1342213794/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1535_p2643_00_v1.0_1470949669723.fits.gz
1342213796,* c Boo,19.354563999736783,100,11.208200000000001,-2.98018,226.825906156838,24.86868437909452,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293696/1342213796/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1507_p2452_00_v1.0_1470950146667.fits.gz
1342213798,HD 130948,18.171906232963842,100,6.462100000000001,0.5205270000000001,222.5663662979688,23.91194639953277,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293697/1342213798/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1450_p2355_00_v1.0_1470953515250.fits.gz
1342213800,* ksi Boo,6.712310377231844,100,39.931599999999996,-1.32279,222.8479251025941,19.100265993980532,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293396/1342213800/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1451_p1906_00_v1.0_1470949574553.fits.gz
1342213806,HD 126053,17.190991920233795,70,11.2412,1.28061,215.81437208309222,1.2400779027588456,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293698/1342213806/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_blue_1423_p0114_00_v1.0_1470949290163.fits.gz
1342213808,HD 126053,17.190991920233795,100,5.544379999999999,-2.7898400000000003,215.81437208309222,1.2400779027588456,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL280900512/1342213808/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1423_p0114_00_v1.0_1470952473301.fits.gz
1342213814,* 109 Vir,39.78057037381802,100,12.8815,0.32000700000000004,221.56182455294476,1.8928186958340436,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293399/1342213814/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1446_p0154_00_v1.0_1470949587043.fits.gz
1342213826,HD 135204,17.355085039916695,100,5.15766,1.0514,228.45818820413936,-1.352962958295469,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293402/1342213826/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1514_m0121_00_v1.0_1471662773761.fits.gz
1342213834,* mu. Vir,18.27151470856934,100,28.8871,3.26012,220.7654170177629,-5.659191873070701,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293404/1342213834/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1443_m0540_00_v1.0_1470949749130.fits.gz
1342213838,BD-11 3759,6.060973392326808,100,3.71081,0.7979229999999999,218.5689060781491,-12.517709088038693,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293407/1342213838/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1434_m1231_00_v1.0_1470949402174.fits.gz
1342213840,* alf02 Lib,23.239600278875198,100,42.292,0.885295,222.7192969146096,-16.0419891666714,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293410/1342213840/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1451_m1603_00_v1.0_1470949510648.fits.gz
1342213842,HD 120467,14.3000143000143,100,3.92992,0.18913,207.4308358623523,-22.112626865740737,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293413/1342213842/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1350_m2207_00_v1.0_1470949572347.fits.gz
1342213844,HD 120690,18.56027914659836,70,11.542200000000001,-1.8237400000000001,207.83275063874783,-24.39138227452179,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293699/1342213844/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_blue_1351_m2423_00_v1.0_1470950153424.fits.gz
1342213846,HD 120690,18.56027914659836,100,5.6948099999999995,0.058047900000000006,207.83275063874783,-24.39138227452179,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL280900514/1342213846/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1351_m2424_00_v1.0_1470951635830.fits.gz
1342213850,HD 120036,14.490653528474136,100,2.6826999999999996,0.614138,206.9260022713352,-32.430117899212064,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293416/1342213850/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1348_m3226_00_v1.0_1471663100368.fits.gz
1342213852,HD 109573,72.78020378457059,100,1.76352,39.6347,189.00409767942048,-39.86957224444381,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292864/1342213852/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1236_m3952_00_v1.0_1470951089708.fits.gz
1342213854,V* V1252 Cen,57.59705103098722,70,0.449589,1.58915,188.76747562569457,-41.610809261669296,level2,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292866/1342213854/level2/HPPPMAPB/hpacs1342213854_20hpppmapb_00_1469401754484.fits.gz
1342213856,TWA 16,,70,0.7520549999999999,1.40685,188.734369822078,-45.6355059975926,level2,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292868/1342213856/level2/HPPPMAPB/hpacs1342213856_20hpppmapb_00_1469402086131.fits.gz
1342213858,TWA 16,,100,0.37174699999999994,2.57964,188.734369822078,-45.6355059975926,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292869/1342213858/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1235_m4538_00_v1.0_1470950063024.fits.gz
1342213940,Ross 248,3.1550140429675047,100,3.8974000000000006,-0.583741,355.47980455685195,44.172513121083405,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293418/1342213940/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_2342_p4410_00_v1.0_1470950435270.fits.gz
1342213942,V* GX And,3.5626466474426253,100,16.1414,-0.635405,4.607827340050178,44.024232462130286,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293420/1342213942/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0018_p4401_00_v1.0_1470950443046.fits.gz
1342213948,* sig And,41.32231404958678,100,7.01055,8.821810000000001,4.5816536745645,36.7850951886612,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293422/1342213948/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0018_p3647_00_v1.0_1471662974318.fits.gz
1342214006,* tau01 Eri,14.135294558335652,100,18.9464,0.6861689999999999,41.27687602973316,-18.57247618861669,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293424/1342214006/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0245_m1834_00_v1.0_1470950874103.fits.gz
1342214008,HR 784,21.92506451450233,100,6.29056,5.24766,40.05132502507493,-9.453115983292903,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293426/1342214008/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0240_m0927_00_v1.0_1470950951082.fits.gz
1342214157,* bet Ari,17.985611510791365,100,44.056400000000004,0.00479703,28.66037364731299,20.80768852452568,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293427/1342214157/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0155_p2048_00_v1.0_1470951202733.fits.gz
1342214163,* mu. And,39.77724741447891,100,15.424100000000001,2.6863099999999998,14.188992109092606,38.49945708657928,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293430/1342214163/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0057_p3830_00_v1.0_1470951356407.fits.gz
1342214175,HD 13445,10.786997784350655,70,19.0657,-2.4060599999999996,32.618429643306776,-50.82176163321024,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293700/1342214175/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_blue_0210_m5049_00_v1.0_1470951808405.fits.gz
1342214177,HD 13445,10.786997784350655,100,9.39795,-0.504734,32.618429643306776,-50.82176163321024,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL280900516/1342214177/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0210_m5049_00_v1.0_1470953115294.fits.gz
1342214183,* s Eri,40.47337661286406,100,6.268809999999999,-0.174653,39.950229420646856,-42.891822994999046,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293431/1342214183/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0240_m4254_00_v1.0_1470952111301.fits.gz
1342214185,HD 14412,12.834449716551175,100,6.34586,0.699152,34.743018727861774,-25.9443080462501,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293701/1342214185/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0219_m2557_00_v1.0_1470956416576.fits.gz
1342214196,* iot Hor,17.167381974248926,100,8.97692,-1.80246,40.641080239527604,-50.79961376387942,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293433/1342214196/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_0243_m5048_00_v1.0_1470952378280.fits.gz
1342214199,EXO 0235.2-5216,38.846567711509856,70,1.20767,0.5229590000000001,39.21588783957663,-52.051001230555535,level2,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292871/1342214199/level2/HPPPMAPB/hpacs1342214199_20hpppmapb_00_1469404010521.fits.gz
1342214580,2MASS J16024544-1930377,146.11978900302466,70,0.0674785,-1.0870600000000001,240.68935395849275,-19.510604924536988,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292872/1342214580/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_blue_1603_m1931_00_v1.0_1471663571226.fits.gz
1342214582,* alf01 Lib,23.368471725317637,70,17.4049,0.287798,222.671315192554,-15.997425890321233,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293702/1342214582/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_blue_1451_m1560_00_v1.0_1471663506260.fits.gz
1342214584,* alf01 Lib,23.368471725317637,100,8.55259,0.412542,222.671315192554,-15.997425890321233,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL280900518/1342214584/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1451_m1560_00_v1.0_1471666259487.fits.gz
1342215352,* gam Pav,9.271922301291118,100,28.042900000000003,1.58779,321.6114597573176,-65.36369698429412,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293436/1342215352/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_2126_m6522_00_v1.0_1470954169063.fits.gz
1342215354,LTT 8497,20.806241872561763,100,3.4484199999999996,0.808392,321.17036860240813,-68.22733140936317,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293437/1342215354/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_2125_m6814_00_v1.0_1470954546845.fits.gz
1342215376,* rho CrB,17.23543605653223,100,11.335799999999999,-1.8781400000000001,240.26033843360813,33.30110143746185,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293703/1342215376/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1601_p3318_00_v1.0_1470956239558.fits.gz
1342215378,* gam Ser,11.253657438667569,100,35.4584,-0.751509,239.1142697000961,15.657607249847413,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293439/1342215378/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1556_p1539_00_v1.0_1470955821401.fits.gz
1342215380,* 39 Ser,17.349063150589867,100,6.11733,-0.640302,238.29991379516514,13.194865499923706,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278293441/1342215380/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1553_p1312_00_v1.0_1470955919460.fits.gz
1342215382,HD 141569,110.62681151403855,100,0.9043539999999999,39.5142,237.49056342025364,-3.921265901206034,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292873/1342215382/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1550_m0355_00_v1.0_1470957749495.fits.gz
1342215390,2MASS J16111534-1757214,,70,0.440075,6.24444,242.81390481408744,-17.956029501250907,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292874/1342215390/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_blue_1611_m1757_00_v1.0_1470956804666.fits.gz
1342215392,2MASS J16111534-1757214,,100,0.222948,1.38487,242.81390481408744,-17.956029501250907,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL280900231/1342215392/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1611_m1757_00_v1.0_1470956945268.fits.gz
1342215394,2MASS J16095361-1754474,157.64416558943154,70,0.06600489999999999,8.871189999999999,242.4733739609097,-17.913242716251432,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292875/1342215394/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_blue_1610_m1755_00_v1.0_1470957652072.fits.gz
1342215396,2MASS J16095361-1754474,157.64416558943154,100,0.0336752,2.99275,242.4733739609097,-17.913242716251432,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL280900233/1342215396/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1610_m1755_00_v1.0_1470957389389.fits.gz
1342215398,2MASS J16095933-1800090,136.22679036059228,100,0.13710799999999998,30.644000000000002,242.49718472184028,-18.002594624376094,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292876/1342215398/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1610_m1800_00_v1.0_1470957853637.fits.gz
1342215400,2MASS J16142029-1906481,142.9653880795459,100,10.214200000000002,37.8153,243.58451030633282,-19.113433159374623,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292877/1342215400/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1614_m1907_00_v1.0_1470957775900.fits.gz
1342215402,HD 145631,131.75230566534916,70,1.44137,5.03355,243.18372969303414,-19.502951459372376,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292878/1342215402/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_blue_1613_m1930_00_v1.0_1470957957991.fits.gz
1342215404,HD 145554,140.4494382022472,70,1.25888,10.9195,243.0909408194917,-19.579122137501145,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292879/1342215404/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_blue_1612_m1935_00_v1.0_1470957693735.fits.gz
1342215406,2MASS J16090075-1908526,,70,11.661100000000001,31.4839,242.25313235529168,-19.14804548749933,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL278292880/1342215406/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_blue_1609_m1909_00_v1.0_1470957893243.fits.gz
1342215408,2MASS J16090075-1908526,,100,6.29971,17.9,242.25313235529168,-19.14804548749933,level2_5,/data/wyatt_archive/gkennedy/hsa/auto/AIOURL280900235/1342215408/level2_5/HPPHPFMAPB/hpacs_25HPPHPFMAPB_green_1609_m1909_00_v1.0_1470958220041.fits.gz
