"obsid","xid","dist_pc","filter","wave","model_jy","star_jy","chi_star","ra_obs","de_obs"
1342237447,"HD 23079",33.178500331785,"PACS100",100,0.00210243,0.00210243,1.3768,54.92849607556637,-52.91615154861009
1342237447,"HD 23079",33.178500331785,"PACS70",70,0.00426374,0.00426374,,54.92849607556637,-52.91615154861009
1342239437,"HD 23596",52.08007832843781,"PACS100",100,0.0018028,0.0018028,-2.04904,57.001795517543364,40.5307110599056
1342239437,"HD 23596",52.08007832843781,"PACS70",70,0.00365924,0.00365924,,57.001795517543364,40.5307110599056
1342250278,"HD 285968",9.405568096313019,"PACS100",100,0.00386931,0.00386931,-0.127558,70.73483988043145,18.954233759087458
1342250278,"HD 285968",9.405568096313019,"PACS70",70,0.00780187,0.00780187,,70.73483988043145,18.954233759087458
1342243414,"HD 30562",26.42007926023778,"PACS100",100,0.00749371,0.00749371,0.100269,72.15267391976367,-5.674891972211838
1342243414,"HD 30562",26.42007926023778,"PACS70",70,0.0152038,0.0152038,,72.15267391976367,-5.674891972211838
1342250276,"Wolf 1539",12.360389401707712,"PACS100",100,0.00143115,0.00143115,-2.5153,73.02442792596966,6.47547560041418
1342250276,"Wolf 1539",12.360389401707712,"PACS70",70,0.00284304,0.00284304,,73.02442792596966,6.47547560041418
1342243422,"HD 34445",46.15207107418945,"PACS100",100,0.00190859,0.00190859,0.71837,79.42074903746288,7.352848351895354
1342243422,"HD 34445",46.15207107418945,"PACS70",70,0.00387136,0.00387136,,79.42074903746288,7.352848351895354
1342270961,"HD 35650",17.47933942080461,"PACS100",100,0.0351503,0.00193644,20.4293,81.125912633084,-38.96986401666768
1342270961,"HD 35650",17.47933942080461,"PACS70",70,0.0374667,0.00391816,,81.125912633084,-38.96986401666768
1342242670,"HD 37124",33.67003367003367,"PACS100",100,0.00172789,0.00172789,-0.14011,84.26006965998693,20.729358833333333
1342242670,"HD 37124",33.67003367003367,"PACS70",70,0.00350526,0.00350526,,84.26006965998693,20.729358833333333
1342242534,"HD 38529",39.27729772191673,"PACS100",100,0.0671375,0.00842966,,86.64519971624378,1.1677103500124615
1342242534,"HD 38529",39.27729772191673,"PACS70",70,0.0839659,0.0170987,21.0141,86.64519971624378,1.1677103500124615
1342242536,"HD 38858",15.236934328813044,"PACS100",100,0.184021,0.00723376,,87.1457958298145,-4.095426277798547
1342242536,"HD 38858",15.236934328813044,"PACS70",70,0.167212,0.0146687,27.0514,87.1457958298145,-4.095426277798547
1342253017,"HD 41004",41.59093650311724,"PACS100",100,0.00119122,0.00119122,1.23802,89.95664175667008,-48.239455621665144
1342253017,"HD 41004",41.59093650311724,"PACS70",70,0.00241839,0.00241839,,89.95664175667008,-48.239455621665144
1342242760,"HD 40979",33.944331296673454,"PACS100",100,0.00813296,0.00273201,5.00433,91.12520491140174,44.25992308960618
1342242760,"HD 40979",33.944331296673454,"PACS70",70,0.00789514,0.00555125,,91.12520491140174,44.25992308960618
1342270806,"V* V1358 Ori",51.20327700972862,"PACS100",100,0.00638903,0.00102553,,94.78361252338523,-3.4391451629621717
1342270806,"V* V1358 Ori",51.20327700972862,"PACS70",70,0.00934603,0.00207901,5.51773,94.78361252338523,-3.4391451629621717
1342231943,"HD 44775",105.47521859739054,"PACS100",100,0.00189486,0.000446234,,95.57780218931569,-29.859633945764394
1342231943,"HD 44775",105.47521859739054,"PACS70",70,0.00355217,0.000907354,2.73524,95.57780218931569,-29.859633945764394
1342227295,"HD 50499",46.01932811780948,"PACS100",100,0.012207,0.00186143,7.90683,103.00816397084941,-33.91533944121379
1342227295,"HD 50499",46.01932811780948,"PACS70",70,0.00724231,0.00377638,,103.00816397084941,-33.91533944121379
1342233599,"LTT 2715",18.335166850018336,"PACS100",100,0.194403,0.0041699,,104.99744578612287,-61.33529833337403
1342233599,"LTT 2715",18.335166850018336,"PACS70",70,0.223734,0.00845606,29.5584,104.99744578612287,-61.33529833337403
1342231568,"HD 60532",25.29724260055654,"PACS100",100,0.0227085,0.0227085,2.17601,113.51310947673711,-22.295913428375716
1342231568,"HD 60532",25.29724260055654,"PACS70",70,0.046286,0.046286,3.13538,113.51310947673711,-22.295913428375716
1342270835,"HD 60234",127.77266687110294,"PACS100",100,0.00143157,0.00143157,-1.389,113.81707556286514,40.50639562259248
1342270835,"HD 60234",127.77266687110294,"PACS70",70,0.00290309,0.00290309,,113.81707556286514,40.50639562259248
1342271027,"HD 70298",71.02272727272727,"PACS100",100,0.00149113,0.00149113,-0.495268,125.31709356840429,1.0632030000067816
1342271027,"HD 70298",71.02272727272727,"PACS70",70,0.00302532,0.00302532,,125.31709356840429,1.0632030000067816
1342233382,"HD 70642",29.188558085230593,"PACS100",100,0.00243885,0.00243885,-2.69056,125.36635835721874,-39.70465566666667
1342233382,"HD 70642",29.188558085230593,"PACS70",70,0.00494756,0.00494756,,125.36635835721874,-39.70465566666667
1342271029,"HR 3383",99.08740499995045,"PACS100",100,0.00189718,0.00189718,2.9596,128.5065963438138,-2.151488588150352
1342271029,"HR 3383",99.08740499995045,"PACS70",70,0.00387023,0.00387023,,128.5065963438138,-2.151488588150352
1342230057,"HD 72659",51.840331778123385,"PACS100",100,0.010402,0.0016498,8.57099,128.51292353013196,-1.568537209263272
1342230057,"HD 72659",51.840331778123385,"PACS70",70,0.00976896,0.00334466,,128.51292353013196,-1.568537209263272
1342233613,"HD 5388",53.022269353128316,"PACS100",100,0.0247329,0.00262105,16.4092,13.799147299361724,-47.40655856669108
1342233613,"HD 5388",53.022269353128316,"PACS70",70,0.0285481,0.00531874,,13.799147299361724,-47.40655856669108
1342271025,"* omi01 Cnc",45.72473708276177,"PACS100",100,0.265056,0.00433759,23.3059,134.31252390697168,15.322842540737746
1342271025,"* omi01 Cnc",45.72473708276177,"PACS70",70,0.264508,0.0088498,,134.31252390697168,15.322842540737746
1342270993,"* omi02 Cnc",46.125461254612546,"PACS100",100,0.586848,0.00326078,27.151,134.39689599216314,15.58136205926214
1342270993,"* omi02 Cnc",46.125461254612546,"PACS70",70,0.475187,0.00664688,,134.39689599216314,15.58136205926214
1342271031,"HD 80425",101.52284263959392,"PACS100",100,0.00156983,0.00156983,0.639141,139.9631035218815,5.215999225924852
1342271031,"HD 80425",101.52284263959392,"PACS70",70,0.00319161,0.00319161,,139.9631035218815,5.215999225924852
1342232212,"HD 82943",27.67017155506364,"PACS100",100,0.141393,0.00348806,,143.71141215731723,-12.130127315491075
1342232212,"HD 82943",27.67017155506364,"PACS70",70,0.124842,0.00707912,27.6975,143.71141215731723,-12.130127315491075
1342271035,"HD 84870",88.02816901408451,"PACS100",100,0.272628,0.000936729,23.9869,147.26172312350778,34.08518734443789
1342271035,"HD 84870",88.02816901408451,"PACS70",70,0.239913,0.00190299,,147.26172312350778,34.08518734443789
1342256997,"HD 85512",11.316057485572026,"PACS100",100,0.00608514,0.00608514,1.08275,147.7816803044517,-43.50448845308818
1342256997,"HD 85512",11.316057485572026,"PACS70",70,0.0123068,0.0123068,0.614475,147.7816803044517,-43.50448845308818
1342271033,"HD 85672",110.22441691283453,"PACS100",100,0.133253,0.000587275,30.026,148.49629352918387,27.695443764444715
1342271033,"HD 85672",110.22441691283453,"PACS70",70,0.160314,0.00119014,,148.49629352918387,27.695443764444715
1342221942,"HD 87883",18.08972503617945,"PACS100",100,0.00309614,0.00309614,2.22624,152.1795061126048,34.24206820839871
1342221942,"HD 87883",18.08972503617945,"PACS70",70,0.00627643,0.00627643,,152.1795061126048,34.24206820839871
1342231578,"HD 89307",32.1853878339234,"PACS100",100,0.00239714,0.00239714,1.38571,154.58778277640474,12.620978490735725
1342231578,"HD 89307",32.1853878339234,"PACS70",70,0.00486369,0.00486369,,154.58778277640474,12.620978490735725
1342231237,"HD 89744",38.679183250366485,"PACS100",100,0.0067149,0.0067149,-2.67261,155.54348263126772,41.22907612556478
1342231237,"HD 89744",38.679183250366485,"PACS70",70,0.0136307,0.0136307,,155.54348263126772,41.22907612556478
1342223310,"HD 92788",34.638032559750606,"PACS100",100,0.00195907,0.00195907,2.38591,160.70215363789094,-2.184467370841132
1342223310,"HD 92788",34.638032559750606,"PACS70",70,0.00397519,0.00397519,,160.70215363789094,-2.184467370841132
1342233097,"V* V419 Hya",21.673168617251843,"PACS100",100,0.451519,0.00224433,,160.8669849088257,-29.064452641669696
1342233097,"V* V419 Hya",21.673168617251843,"PACS70",70,0.309941,0.00454728,28.7486,160.8669849088257,-29.064452641669696
1342270908,"HD 99945",60.74780548552683,"PACS100",100,0.123186,0.00233763,23.5299,172.95708873488098,81.12738300332757
1342270908,"HD 99945",60.74780548552683,"PACS70",70,0.0676015,0.00475411,,172.95708873488098,81.12738300332757
1342257567,"CD-31 9113",9.126585744273068,"PACS100",100,0.0118566,0.00396572,6.10825,173.86197658227337,-32.54304080546739
1342257567,"CD-31 9113",9.126585744273068,"PACS70",70,0.012126,0.00800021,,173.86197658227337,-32.54304080546739
1342247393,"Ross 1003",11.017790426201188,"PACS100",100,0.00167744,0.00167744,-0.210759,175.4332613620736,42.75166115028117
1342247393,"Ross 1003",11.017790426201188,"PACS70",70,0.00334657,0.00334657,,175.4332613620736,42.75166115028117
1342247389,"Ross 905",9.748488984207448,"PACS100",100,0.00258698,0.00258698,0.841002,175.5497101937452,26.70374465273539
1342247389,"Ross 905",9.748488984207448,"PACS70",70,0.00522566,0.00522566,,175.5497101937452,26.70374465273539
1342225009,"HD 102117",39.62451806679901,"PACS100",100,0.00191197,0.00191197,0.599468,176.20985702462735,-58.703938394546725
1342225009,"HD 102117",39.62451806679901,"PACS70",70,0.00387854,0.00387854,,176.20985702462735,-58.703938394546725
1342223889,"HD 106252",37.79289493575208,"PACS100",100,0.00740541,0.00174086,5.3112,183.37303442356733,10.040738682870371
1342223889,"HD 106252",37.79289493575208,"PACS70",70,0.00745463,0.0035297,,183.37303442356733,10.040738682870371
1342234419,"HD 111232",28.981391048807563,"PACS100",100,0.00186071,0.00186071,1.43574,192.21588312488214,-68.42477723000427
1342234419,"HD 111232",28.981391048807563,"PACS70",70,0.00377075,0.00377075,,192.21588312488214,-68.42477723000427
1342223903,"HD 7924",17.000557618289882,"PACS100",100,0.00356605,0.00356605,0.723573,20.49582018934738,76.71018305342642
1342223903,"HD 7924",17.000557618289882,"PACS70",70,0.0072269,0.0072269,,20.49582018934738,76.71018305342642
1342249877,"HD 113538",15.865460891638902,"PACS100",100,0.00275772,0.00275772,-1.61826,196.23495070234844,-52.44572198148148
1342249877,"HD 113538",15.865460891638902,"PACS70",70,0.00557732,0.00557732,,196.23495070234844,-52.44572198148148
1342223192,"HD 114762",40.232382239817184,"PACS100",100,0.00184213,0.00184213,1.98479,198.0803141255838,17.517121489861015
1342223192,"HD 114762",40.232382239817184,"PACS70",70,0.0037467,0.0037467,,198.0803141255838,17.517121489861015
1342224907,"HD 114783",20.50020500205002,"PACS100",100,0.00272966,0.00272966,2.42135,198.18199349974853,-2.2650029900472783
1342224907,"HD 114783",20.50020500205002,"PACS70",70,0.00553495,0.00553495,,198.18199349974853,-2.2650029900472783
1342235122,"HD 114729",36.114120621162876,"PACS100",100,0.00349027,0.00349027,1.84703,198.18361925349964,-31.87437933329264
1342235122,"HD 114729",36.114120621162876,"PACS70",70,0.00708272,0.00708272,,198.18361925349964,-31.87437933329264
1342270955,"HD 8558",45.31448250860975,"PACS100",100,0.000792717,0.000792717,,20.839201360309122,-57.48088076703975
1342270955,"HD 8558",45.31448250860975,"PACS70",70,0.00160435,0.00160435,2.0173,20.839201360309122,-57.48088076703975
1342237920,"HD 117207",33.046926635822864,"PACS100",100,0.00227906,0.00227906,1.30694,202.33712993297212,-35.571240304406345
1342237920,"HD 117207",33.046926635822864,"PACS70",70,0.0046231,0.0046231,,202.33712993297212,-35.571240304406345
1342226696,"HD 117618",37.96507213363705,"PACS100",100,0.00198822,0.00198822,0.678993,203.10660218316534,-47.27177128287314
1342226696,"HD 117618",37.96507213363705,"PACS70",70,0.0040331,0.0040331,,203.10660218316534,-47.27177128287314
1342236671,"HD 8574",44.34589800443459,"PACS100",100,0.00203621,0.00203621,0.68619,21.303118752288142,28.566160997685184
1342236671,"HD 8574",44.34589800443459,"PACS70",70,0.00412987,0.00412987,,21.303118752288142,28.566160997685184
1342237846,"HD 8673",37.903482571978714,"PACS100",100,0.00339961,0.00339961,0.612984,21.53757316479281,34.57941911107854
1342237846,"HD 8673",37.903482571978714,"PACS70",70,0.00690172,0.00690172,,21.53757316479281,34.57941911107854
1342224220,"HD 8907",33.24468085106383,"PACS100",100,0.316033,0.00275204,,22.143396606583778,42.26737725355617
1342224220,"HD 8907",33.24468085106383,"PACS70",70,0.274013,0.00558366,26.9863,22.143396606583778,42.26737725355617
1342265611,"HD 124718",62.833804586867736,"PACS100",100,0.0162701,0.00052192,4.39452,213.95759164503394,-27.348682417219933
1342265611,"HD 124718",62.833804586867736,"PACS70",70,0.0230282,0.00105773,,213.95759164503394,-27.348682417219933
1342248728,"CD-45 9206",23.573785950023574,"PACS100",100,0.00098122,0.00098122,0.494704,217.3271058903377,-46.46452837779271
1342248728,"CD-45 9206",23.573785950023574,"PACS70",70,0.00198467,0.00198467,,217.3271058903377,-46.46452837779271
1342265615,"HD 132950",30.312215822976658,"PACS100",100,0.00100457,0.00100457,-0.549417,225.3752714138919,15.86801061109995
1342265615,"HD 132950",30.312215822976658,"PACS70",70,0.00203524,0.00203524,,225.3752714138919,15.86801061109995
1342225300,"* 23 Lib",26.200095368347142,"PACS100",100,0.00427188,0.00427188,0.978544,228.36802150059378,-25.309590364271045
1342225300,"* 23 Lib",26.200095368347142,"PACS70",70,0.00866971,0.00866971,,228.36802150059378,-25.309590364271045
1342238810,"* g Lup",17.392272265586953,"PACS100",100,0.564225,0.0137992,,235.2966019400679,-44.66210702358709
1342238810,"* g Lup",17.392272265586953,"PACS70",70,0.661674,0.0280821,30.5693,235.2966019400679,-44.66210702358709
1342234353,"* kap CrB",30.497102775236353,"PACS100",100,0.309077,0.0436911,33.0082,237.80801700069478,35.65622366666666
1342234353,"* kap CrB",30.497102775236353,"PACS70",70,0.386742,0.0885864,,237.80801700069478,35.65622366666666
1342250864,"HD 141937",32.29974160206718,"PACS100",100,0.00199695,0.00199695,2.23264,238.07348018940345,-18.43598620812192
1342250864,"HD 141937",32.29974160206718,"PACS70",70,0.00405098,0.00405098,,238.07348018940345,-18.43598620812192
1342238749,"HD 142415",35.66333808844508,"PACS100",100,0.00180244,0.00180244,1.75364,239.419191739911,-60.20060454722532
1342238749,"HD 142415",35.66333808844508,"PACS70",70,0.00365708,0.00365708,,239.419191739911,-60.20060454722532
1342225310,"HD 142022",34.32887058015791,"PACS100",100,0.00171005,0.00171005,0.776945,242.55183199979476,-84.23169702314938
1342225310,"HD 142022",34.32887058015791,"PACS70",70,0.00346854,0.00346854,,242.55183199979476,-84.23169702314938
1342262219,"LP 804-27",14.538412667028188,"PACS100",100,0.00160144,0.00160144,,243.1742214035496,-18.876281023205536
1342262219,"LP 804-27",14.538412667028188,"PACS70",70,0.00323085,0.00323085,,243.1742214035496,-18.876281023205536
1342241444,"HD 147513",12.77791975466394,"PACS100",100,0.0112593,0.0112593,1.5141,246.00570304209722,-39.19296932541704
1342241444,"HD 147513",12.77791975466394,"PACS70",70,0.0228359,0.0228359,,246.00570304209722,-39.19296932541704
1342238019,"* 109 Psc",33.15221174980689,"PACS100",100,0.00585438,0.00585438,2.15023,26.232450992335323,20.082796902014092
1342238019,"* 109 Psc",33.15221174980689,"PACS70",70,0.0118713,0.0118713,,26.232450992335323,20.082796902014092
1342252819,"BD+25 3173",10.382695783898724,"PACS100",100,0.0218924,0.00368569,7.56933,254.53641711576816,25.742348116921644
1342252819,"BD+25 3173",10.382695783898724,"PACS70",70,0.0215856,0.00745238,,254.53641711576816,25.742348116921644
1342225106,"HD 155358",44.014084507042256,"PACS100",100,0.00194321,0.00194321,1.86305,257.3933706266487,33.35515240739752
1342225106,"HD 155358",44.014084507042256,"PACS70",70,0.00395465,0.00395465,,257.3933706266487,33.35515240739752
1342231257,"HD 154857",64.26735218508998,"PACS100",100,0.00260546,0.00260546,0.139688,257.8160316093145,-56.680981115783226
1342231257,"HD 154857",64.26735218508998,"PACS70",70,0.00527904,0.00527904,,257.8160316093145,-56.680981115783226
1342241452,"HD 156846",47.37091425864519,"PACS100",100,0.00366713,0.00366713,-0.639254,260.14247122073897,-19.334240850694442
1342241452,"HD 156846",47.37091425864519,"PACS70",70,0.00743558,0.00743558,,260.14247122073897,-19.334240850694442
1342252841,"CD-46 11540",4.540501271340355,"PACS100",100,0.00814016,0.00814016,,262.1694373911518,-46.89832389823518
1342252841,"CD-46 11540",4.540501271340355,"PACS70",70,0.0163901,0.0163901,-0.21617,262.1694373911518,-46.89832389823518
1342243794,"CD-51 10924",16.034634811192173,"PACS100",100,0.00250986,0.00250986,-1.40432,262.54525573945494,-51.637615374175866
1342243794,"CD-51 10924",16.034634811192173,"PACS70",70,0.00508063,0.00508063,,262.54525573945494,-51.637615374175866
1342231255,"HD 159868",55.370985603543744,"PACS100",100,0.00258517,0.00258517,-2.33441,264.74698641229946,-43.146061907427466
1342231255,"HD 159868",55.370985603543744,"PACS70",70,0.00524117,0.00524117,,264.74698641229946,-43.146061907427466
1342241521,"HD 160305",65.73498284316948,"PACS100",100,0.0307112,0.000654535,,265.4543157359654,-50.724680290144704
1342241521,"HD 160305",65.73498284316948,"PACS70",70,0.0316262,0.00132684,18.2902,265.4543157359654,-50.724680290144704
1342231670,"HD 164922",22.036139268400174,"PACS100",100,0.00362646,0.00362646,-0.0150608,270.6300240253952,26.311029162117286
1342231670,"HD 164922",22.036139268400174,"PACS70",70,0.0073536,0.0073536,,270.6300240253952,26.311029162117286
1342241404,"HR 6907",37.64464956595719,"PACS100",100,0.0115117,0.00540563,5.61353,276.95618642215635,-29.816806724100232
1342241404,"HR 6907",37.64464956595719,"PACS70",70,0.0144472,0.0109869,,276.95618642215635,-29.816806724100232
1342238109,"HD 11964",32.8515111695138,"PACS100",100,0.00648936,0.00648936,1.15242,29.288800843442274,-10.24322421988692
1342238109,"HD 11964",32.8515111695138,"PACS70",70,0.0131565,0.0131565,,29.288800843442274,-10.24322421988692
1342231867,"HD 177830",62.73525721455458,"PACS100",100,0.00508598,0.00508598,-1.02876,286.3364031692001,25.92048483706463
1342231867,"HD 177830",62.73525721455458,"PACS70",70,0.0103084,0.0103084,,286.3364031692001,25.92048483706463
1342231402,"HR 7291",27.548209366391188,"PACS100",100,0.00414552,0.00414552,0.00952795,288.8888830634609,-24.179686193049537
1342231402,"HR 7291",27.548209366391188,"PACS70",70,0.00841654,0.00841654,,288.8888830634609,-24.179686193049537
1342243726,"HD 185269",52.35602094240837,"PACS100",100,0.00338471,0.00338471,1.29116,294.2987984064459,28.4995850468598
1342243726,"HD 185269",52.35602094240837,"PACS70",70,0.00686668,0.00686668,,294.2987984064459,28.4995850468598
1342237394,"HD 12661",37.93626707132018,"PACS100",100,0.00187716,0.00187716,1.44848,31.142469931986472,25.413719656241806
1342237394,"HD 12661",37.93626707132018,"PACS70",70,0.00380908,0.00380908,,31.142469931986472,25.413719656241806
1342231933,"HD 187085",44.03346543372963,"PACS100",100,0.0139395,0.00179547,9.40492,297.3915624529556,-37.780890073312
1342231933,"HD 187085",44.03346543372963,"PACS70",70,0.0130301,0.0036418,,297.3915624529556,-37.780890073312
1342231680,"HD 187897",33.433634236041456,"PACS100",100,0.0553809,0.00217627,,298.0395485819034,7.46026746666767
1342231680,"HD 187897",33.433634236041456,"PACS70",70,0.0580969,0.00441307,15.1285,298.0395485819034,7.46026746666767
1342244238,"HD 189733",19.841269841269842,"PACS100",100,0.00262744,0.00262744,0.14416,300.1821283439089,22.709994120380827
1342244238,"HD 189733",19.841269841269842,"PACS70",70,0.00532629,0.00532629,,300.1821283439089,22.709994120380827
1342244242,"HD 190228",63.41154090044388,"PACS100",100,0.00303924,0.00303924,1.14133,300.7536252567714,28.30661774981565
1342244242,"HD 190228",63.41154090044388,"PACS70",70,0.0061673,0.0061673,,300.7536252567714,28.30661774981565
1342233201,"HD 190360",16.014271919134334,"PACS100",100,0.00969911,0.00969911,1.42489,300.9084629859444,29.895064178443185
1342233201,"HD 190360",16.014271919134334,"PACS70",70,0.0196717,0.0196717,,300.9084629859444,29.895064178443185
1342270957,"HD 13183",49.53486759329893,"PACS100",100,0.000750375,0.000750375,,31.82578537015797,-53.199120911109304
1342270957,"HD 13183",49.53486759329893,"PACS70",70,0.00152579,0.00152579,1.22744,31.82578537015797,-53.199120911109304
1342269240,"* tet Aql",87.79631255487269,"PACS100",100,0.0178125,0.0178125,0.0392909,302.8263240892927,-0.8214474111108991
1342269240,"* tet Aql",87.79631255487269,"PACS70",70,0.0361507,0.0361507,,302.8263240892927,-0.8214474111108991
1342237715,"BD-12 243",35.137034434293746,"PACS100",100,0.0043841,0.00102954,,20.134826754365704,-11.468170637706898
1342237715,"BD-12 243",35.137034434293746,"PACS70",70,0.00661473,0.00208501,6.28218,20.134826754365704,-11.468170637706898
1342214175,"HD 13445",10.786997784350655,"PACS100",100,0.00939795,0.00939795,-0.504734,32.618429643306776,-50.821761633210244
1342214175,"HD 13445",10.786997784350655,"PACS70",70,0.0190657,0.0190657,-2.40606,32.618429643306776,-50.821761633210244
1342196787,"HD 196795",16.722408026755854,"PACS100",100,0.00578141,0.00578141,-0.637018,309.9096861969681,4.972335152773363
1342196787,"HD 196795",16.722408026755854,"PACS70",70,0.0116967,0.0116967,-0.487674,309.9096861969681,4.972335152773363
1342193526,"HD 196761",14.382281029771322,"PACS100",100,0.0059289,0.0059289,-1.25431,310.0505456937285,-23.772545907389887
1342193526,"HD 196761",14.382281029771322,"PACS70",70,0.0120196,0.0120196,-0.166765,310.0505456937285,-23.772545907389887
1342246189,"HR 7955",27.292576419213972,"PACS100",100,0.0203948,0.0203948,,311.33762841389927,57.57891274305556
1342246189,"HR 7955",27.292576419213972,"PACS70",70,0.0413632,0.0413632,1.41569,311.33762841389927,57.57891274305556
1342243766,"HD 198093",53.779921803993695,"PACS100",100,0.0379846,0.00067297,,312.0450188909802,-6.022836347777333
1342243766,"HD 198093",53.779921803993695,"PACS70",70,0.0291565,0.00136323,18.7939,312.0450188909802,-6.022836347777333
1342269749,"HD 198472",63.0938710613651,"PACS100",100,0.0310786,0.000953883,,313.1736794218118,-53.27362115074764
1342269749,"HD 198472",63.0938710613651,"PACS70",70,0.0442873,0.00193636,24.185,313.1736794218118,-53.27362115074764
1342193157,"HR 8013",21.968365553602812,"PACS100",100,0.0282779,0.0066011,13.7889,314.19751194202115,-26.2965654722901
1342193157,"HR 8013",21.968365553602812,"PACS70",70,0.0454504,0.0133911,11.6332,314.19751194202115,-26.2965654722901
1342232516,"LTT 8320",34.376074252320386,"PACS100",100,0.00173327,0.00173327,,315.20504274937696,-8.34278271940042
1342232516,"LTT 8320",34.376074252320386,"PACS70",70,0.00351425,0.00351425,2.0529,315.20504274937696,-8.34278271940042
1342195781,"* 61 Cyg A",3.497165023173964,"PACS100",100,0.0534728,0.0534728,-1.5182,316.74019811676163,38.75881974904744
1342195781,"* 61 Cyg A",3.497165023173964,"PACS70",70,0.108152,0.108152,,316.74019811676163,38.75881974904744
1342269726,"HD 201377",100.80645161290323,"PACS100",100,0.0128873,0.00123601,,317.31694122426404,-0.2349390740739681
1342269726,"HD 201377",100.80645161290323,"PACS70",70,0.0206928,0.00252027,12.3804,317.31694122426404,-0.2349390740739681
1342244866,"* tau Cyg",20.341741253051264,"PACS100",100,0.0385866,0.0385866,,318.6987424657932,38.04672340888471
1342244866,"* tau Cyg",20.341741253051264,"PACS70",70,0.0773792,0.0773792,0.933291,318.6987424657932,38.04672340888471
1342269753,"HR 8111",108.38346068389964,"PACS100",100,0.0147034,0.000924919,,319.5679921711472,-75.34689126370937
1342269753,"HR 8111",108.38346068389964,"PACS70",70,0.0220887,0.00188196,12.4127,319.5679921711472,-75.34689126370937
1342194063,"HD 202940",18.251439125975082,"PACS100",100,0.00650964,0.00650964,3.0341,319.93822730604404,-26.353893092033534
1342194063,"HD 202940",18.251439125975082,"PACS70",70,0.0131947,0.0131947,-0.658067,319.93822730604404,-26.353893092033534
1342196105,"LTT 8595",14.61988304093567,"PACS100",100,0.00432093,0.00432093,-0.00995503,324.17379064250713,-50.845961388880056
1342196105,"LTT 8595",14.61988304093567,"PACS70",70,0.00878799,0.00878799,2.78411,324.17379064250713,-50.845961388880056
1342195779,"V* HN Peg",17.885888034340905,"PACS100",100,0.0148186,0.0060755,9.2656,326.13123504513,14.771608428236327
1342195779,"V* HN Peg",17.885888034340905,"PACS70",70,0.0234871,0.0123183,,326.13123504513,14.771608428236327
1342193163,"LTT 8704",15.99488163787588,"PACS100",100,0.343765,0.00910374,16.7756,327.0663263110226,-47.304453361076355
1342193163,"LTT 8704",15.99488163787588,"PACS70",70,0.311562,0.0184722,10.7543,327.0663263110226,-47.304453361076355
1342214185,"HD 14412",12.834449716551177,"PACS100",100,0.00634586,0.00634586,0.699152,34.74301872786177,-25.9443080462501
1342214185,"HD 14412",12.834449716551177,"PACS70",70,0.0128778,0.0128778,,34.74301872786177,-25.9443080462501
1342220939,"HD 208585",140.28590266964073,"PACS100",100,0.015178,0.00218587,5.70527,329.221632512718,17.43976897356514
1342220939,"HD 208585",140.28590266964073,"PACS70",70,0.0139026,0.00443263,,329.221632512718,17.43976897356514
1342232482,"HD 208740",45.88587265752621,"PACS100",100,0.000420261,0.000420261,,329.985260795343,-54.6551771823317
1342232482,"HD 208740",45.88587265752621,"PACS70",70,0.00085869,0.00085869,1.31742,329.985260795343,-54.6551771823317
1342192760,"* eps Ind",3.638946626842035,"PACS100",100,0.0606125,0.0606125,-0.627727,330.86084605257327,-56.79320237174265
1342192760,"* eps Ind",3.638946626842035,"PACS70",70,0.122855,0.122855,,330.86084605257327,-56.79320237174265
1342215580,"LHS 3750",33.7609723160027,"PACS100",100,0.000449949,0.000449949,,331.02986653152817,-69.92518150000477
1342215580,"LHS 3750",33.7609723160027,"PACS70",70,0.000909925,0.000909925,1.94257,331.02986653152817,-69.92518150000477
1342211126,"HD 210277",21.30379207498935,"PACS100",100,0.00800379,0.00471528,3.38129,332.37470291742557,-7.5500300000000005
1342211126,"HD 210277",21.30379207498935,"PACS70",70,0.0100307,0.00956539,,332.37470291742557,-7.5500300000000005
1342196797,"* tau PsA",18.278194114421495,"PACS100",100,0.0122458,0.0122458,-0.146249,332.53805592499947,-32.54836864814705
1342196797,"* tau PsA",18.278194114421495,"PACS70",70,0.0248612,0.0248612,,332.53805592499947,-32.54836864814705
1342235309,"HD 210702",54.94505494505495,"PACS100",100,0.0876007,0.0133905,26.487,332.96386765901514,16.040497213332877
1342235309,"HD 210702",54.94505494505495,"PACS70",70,0.118211,0.027144,,332.96386765901514,16.040497213332877
1342187145,"HD 211415",14.016811764029777,"PACS100",100,0.0127157,0.0127157,-2.52353,334.5671054542525,-53.628808764485925
1342187145,"HD 211415",14.016811764029777,"PACS70",70,0.0257976,0.0257976,,334.5671054542525,-53.628808764485925
1342258782,"HD 214850",33.795201081446436,"PACS100",100,0.0110563,0.0110563,,340.2205789002496,14.549704895811152
1342258782,"HD 214850",33.795201081446436,"PACS70",70,0.0223936,0.0223936,-0.670956,340.2205789002496,14.549704895811152
1342257985,"CCDM J22586+0921AB",32.5626831650928,"PACS100",100,0.00442005,0.00442005,,344.6476412623095,9.356335138910929
1342257985,"CCDM J22586+0921AB",32.5626831650928,"PACS70",70,0.00896101,0.00896101,-1.09237,344.6476412623095,9.356335138910929
1342198523,"HD 217357",8.19403474270731,"PACS100",100,0.00802104,0.00802104,1.94467,345.0643253266045,-22.524176249997776
